,name,dis_rmsd
0,5g60_ligand_6,11.546155708342141
1,6h38_ligand_3,11.173691753240535
2,1zog_ligand_5,9.261740487446097
3,4i7j_ligand_7,7.1679578877406405
4,5ji8_ligand_6,8.923457892399135
5,6gnm_ligand_7,9.740418320847965
6,3lpi_ligand_6,12.206409645258889
7,5gmn_ligand_6,10.342762827316742
8,3tkw_ligand_4,11.263684045134617
9,3zze_ligand_5,10.607118868753812
10,3bu1_ligand_2,8.483300623594545
11,3x00_ligand_4,10.171593110325933
12,5ufr_ligand_3,10.836236533629709
13,2ogy_ligand_2,11.105316363997805
14,3c39_ligand_7,8.03737992239247
15,2vfk_ligand_5,10.640630949343624
16,3n7a_ligand_8,8.520904603691884
17,4buq_ligand_1,9.436882405505832
18,4agm_ligand_2,9.757626751810687
19,5orj_ligand_5,9.542089474311307
20,5dlx_ligand_6,10.886963883246189
21,5ot8_ligand_3,9.844926149448849
22,3f5l_ligand_4,10.063703691906882
23,3hkq_ligand_5,9.006928374527103
24,5mmg_ligand_7,9.88115224081979
25,3pcf_ligand_3,8.316511107251305
26,4ad3_ligand_6,9.719030480295922
27,3l0v_ligand_3,9.949276652519286
28,3f18_ligand_6,9.100678918942863
29,1u1w_ligand_3,8.250502137916445
30,2wzm_ligand_4,11.80169879521597
31,2qg0_ligand_1,10.24621994076438
32,1oe8_ligand_3,10.292756010816468
33,1w13_ligand_5,12.615686719664133
34,4rux_ligand_1,9.133323958176451
35,2ha2_ligand_7,10.335453262380723
36,4ipj_ligand_3,7.91726959158438
37,3usx_ligand_8,9.511414913034795
38,1fo0_ligand_1,13.335689671092343
39,2ylc_ligand_7,9.753302490129137
40,1p1o_ligand_3,8.719234373575585
41,3cct_ligand_3,11.793290315394392
42,3ni5_ligand_3,10.49686462615727
43,4wkb_ligand_2,10.263370114264111
44,4zb6_ligand_4,11.006621641649543
45,3h5b_ligand_7,11.21005528657488
46,1njc_ligand_3,10.024490443102106
47,3nw3_ligand_3,10.684993180915807
48,1lag_ligand_7,8.624203580104378
49,5e6o_ligand_7,11.753007794114191
50,2cbu_ligand_8,8.634851028058245
51,1q8w_ligand_9,9.494378632926118
52,4i8w_ligand_3,10.715971223337112
53,3qqs_ligand_5,8.979318479954545
54,3bfu_ligand_1,8.722962948802131
55,3evd_ligand_2,10.459393810415323
56,3zt3_ligand_8,9.431325958347983
57,3f16_ligand_1,9.34358369888846
58,2qtg_ligand_4,9.63026730079888
59,3ryz_ligand_7,10.317790711595162
60,1nli_ligand_7,8.16452550910357
61,5zc5_ligand_3,11.00132305922547
62,2jxr_ligand_5,11.711314223305001
63,6eqp_ligand_7,9.53680612170063
64,5fot_ligand_5,11.392265481214288
65,3b27_ligand_2,9.186371748164772
66,3b2q_ligand_3,11.674878263141398
67,1ajx_ligand_5,10.735244703474267
68,6b5q_ligand_6,12.117199499283664
69,4ddm_ligand_8,8.430470681055446
70,3s9e_ligand_6,8.017020357025062
71,5yh8_ligand_5,9.828560757831415
72,6dil_ligand_6,10.325628104089509
73,5sz7_ligand_6,10.06838729586163
74,2exm_ligand_8,9.136859140894384
75,4yk0_ligand_9,8.433044317406663
76,2yk1_ligand_7,8.467132110598104
77,4rd0_ligand_7,11.294400387281579
78,4kn0_ligand_8,11.687377108374701
79,2jdu_ligand_9,8.409042580772255
80,5dqc_ligand_9,11.401236345785513
81,5ula_ligand_6,10.999959132605836
82,4nl1_ligand_7,9.285975720606205
83,5lom_ligand_2,10.128179865720302
84,5kcb_ligand_6,9.877820945513859
85,3vvy_ligand_2,10.346284886490153
86,3iss_ligand_4,11.889666518906118
87,1q54_ligand_7,8.642683050958642
88,6ex1_ligand_1,10.275420153110556
89,1iiq_ligand_8,11.995580442420279
90,5ko1_ligand_1,10.281084950042965
91,5eei_ligand_7,9.563254291343975
92,1ppc_ligand_6,11.280548750976786
93,4rfr_ligand_3,9.525358091050267
94,1o2r_ligand_4,10.845042216864913
95,1d4p_ligand_5,11.742067835935686
96,3ozj_ligand_1,9.402548598820786
97,6hmg_ligand_2,9.792913605609037
98,3r88_ligand_2,8.62014383468078
99,1yvm_ligand_6,8.926982662301423
100,4n6g_ligand_2,8.363809911178073
101,1w3k_ligand_4,9.428297931789862
102,1erb_ligand_3,10.91895468312784
103,1k1j_ligand_9,10.961767855797069
104,4bcp_ligand_8,10.478176597487412
105,1nhu_ligand_4,10.59409699406928
106,1k1i_ligand_7,10.716922335955612
107,4ge1_ligand_1,8.765114495494837
108,4j7d_ligand_8,10.549040031371424
109,6gg4_ligand_2,8.494601350551882
110,5ev8_ligand_8,8.491974024062488
111,4mrz_ligand_1,8.36050586255832
112,6hrq_ligand_9,10.149824324756825
113,6czc_ligand_1,10.874934882592981
114,4ufh_ligand_8,8.410109209520433
115,2qhz_ligand_4,11.169169619240034
116,6b1k_ligand_3,10.77709256656536
117,4m0f_ligand_1,11.300782258294266
118,4j3l_ligand_2,10.502210782423896
119,4ddh_ligand_1,8.866161914614116
120,1c3x_ligand_1,8.498766647284784
121,3mxe_ligand_1,11.810198517460128
122,6bm5_ligand_5,11.12940531650803
123,2z94_ligand_9,8.18037924360295
124,3d1z_ligand_7,11.283006988703946
125,4i9h_ligand_3,11.911979519845326
126,1a9m_ligand_2,11.486516455129388
127,2jgs_ligand_1,9.507434611432451
128,3bft_ligand_4,8.59446263739079
129,3fx6_ligand_9,9.396856437250188
130,1h46_ligand_9,9.973797760032053
131,1b40_ligand_5,11.457561888743575
132,1if8_ligand_2,11.547111246045755
133,1h4w_ligand_9,8.618601884018604
134,4hzm_ligand_2,9.556770389243825
135,1ydb_ligand_7,9.124635236057994
136,4cmo_ligand_2,9.950671783722822
137,5h1v_ligand_9,9.77861075960313
138,6gon_ligand_1,9.479938268991956
139,6ghj_ligand_4,10.745666611942806
140,1j4r_ligand_4,10.93824549308097
141,3s5y_ligand_3,8.254391089699158
142,6exs_ligand_3,9.794359477532593
143,2x7t_ligand_2,11.487892301275513
144,5ie1_ligand_6,11.398344159624681
145,6ftp_ligand_1,10.940307979165185
146,1ec1_ligand_2,12.41032398297344
147,5etb_ligand_9,8.417880924694627
148,5op4_ligand_1,10.587101475128339
149,2bo4_ligand_4,8.52950369486266
150,2cbz_ligand_2,11.391330011291567
151,3t2w_ligand_3,9.372484034792347
152,4rlw_ligand_6,10.500365715545437
153,2j7e_ligand_4,9.540593268107763
154,1owe_ligand_9,10.988329630644396
155,4m8x_ligand_2,12.524600282087233
156,1fzo_ligand_7,13.42041868509186
157,2q88_ligand_3,8.044838566168549
158,3wjw_ligand_1,9.665141226616791
159,3vfa_ligand_1,11.257980167170196
160,2erz_ligand_3,9.982756297744332
161,2vzr_ligand_4,8.171562395987872
162,4azi_ligand_1,10.266812832271231
163,3b3w_ligand_8,8.195644444559273
164,3dnd_ligand_7,8.970516037813473
165,2qwd_ligand_5,9.410663415246342
166,4wkp_ligand_2,11.586603727218268
167,6g9i_ligand_2,9.865226739967705
168,2uyq_ligand_8,9.463830632258206
169,5ehv_ligand_2,10.60501152282303
170,4j7d_ligand_6,10.950385989873194
171,6fs0_ligand_4,11.708064842396215
172,5op5_ligand_7,9.422941222216865
173,5ovr_ligand_9,11.19065569108279
174,4rrf_ligand_6,10.304170952246395
175,4jsz_ligand_4,7.783866370008898
176,2i3i_ligand_5,10.762216817803045
177,5f9b_ligand_7,10.641454424995969
178,3ekp_ligand_4,10.97431347161209
179,1g3d_ligand_7,9.716916617953538
180,4u8w_ligand_8,11.198091692802787
181,1t7d_ligand_6,11.264286548705062
182,5km9_ligand_1,9.811312394716431
183,1aaq_ligand_3,11.381615960095367
184,4fxp_ligand_3,10.398367004243612
185,2qi5_ligand_7,11.2654075168501
186,1eb2_ligand_6,11.500853792034523
187,3uzj_ligand_7,7.774806370481339
188,4asd_ligand_7,11.674039961711083
189,4bak_ligand_5,10.493111290567533
190,4hfp_ligand_4,10.701119305322313
191,6cks_ligand_3,10.272706410332164
192,1ogz_ligand_8,9.861192045696248
193,4f2w_ligand_1,9.82738162089377
194,4tt2_ligand_6,10.607709263266466
195,5u11_ligand_1,9.537882113827752
196,5iyy_ligand_7,10.194887397684724
197,1c5p_ligand_5,7.9962199695043
198,3ff3_ligand_1,8.18467006340651
199,4djx_ligand_3,10.328460508828108
200,4ewn_ligand_4,10.242012846486308
201,3f3c_ligand_2,8.859285330407534
202,2rkg_ligand_7,11.605078438331711
203,2j2u_ligand_6,10.894076030993558
204,1pkx_ligand_1,9.748389522423079
205,4pox_ligand_6,10.247229642378343
206,3dk1_ligand_9,10.791158712074179
207,5afv_ligand_3,9.99011145622961
208,4i71_ligand_1,9.553713646031225
209,5uov_ligand_7,12.428135610595573
210,4avi_ligand_8,9.842358801280946
211,4wn5_ligand_3,11.983969941884084
212,5yas_ligand_2,8.18198216677316
213,3uxl_ligand_5,8.05472819979289
214,2fx6_ligand_4,8.446045549638802
215,2j4g_ligand_8,9.320464550757302
216,4jfm_ligand_9,10.226150019509872
217,4ymh_ligand_4,10.851659586466774
218,3shc_ligand_7,10.440001817655377
219,2zdk_ligand_8,10.358198258161
220,1nc1_ligand_2,9.916645206362237
221,5ei3_ligand_1,10.038246488295856
222,1jcx_ligand_4,10.121653936955589
223,4gg7_ligand_5,12.247648993539967
224,3p5l_ligand_9,9.76121568699018
225,6fs1_ligand_6,11.66599428128153
226,2qwd_ligand_7,9.458670604481117
227,4p5z_ligand_1,11.542482845807923
228,2pu1_ligand_7,8.081867544519486
229,3ivc_ligand_4,10.2640394704879
230,4qj0_ligand_3,10.651698913902264
231,3ttm_ligand_2,8.465287544793132
232,5fnc_ligand_6,9.793489580802301
233,4tte_ligand_1,9.189439902280467
234,4owm_ligand_7,7.922665925412558
