,name,dis_rmsd,cry_disrmsd
0,5g60_ligand_6,10.648357844200477,4.1144958786302
1,6h38_ligand_3,5.329865951944141,4.194471879211826
2,1zog_ligand_5,7.616112384589716,4.2706201620345565
3,4i7j_ligand_7,14.434965944210822,4.377456859626915
4,5ji8_ligand_6,4.946675627989569,4.184753561551729
5,6gnm_ligand_7,4.691633377441394,4.355182698299863
6,3lpi_ligand_6,10.72994051694634,4.281533880104237
7,5gmn_ligand_6,9.897639924450377,4.305991784132228
8,3tkw_ligand_4,4.939290753500158,4.259024648676249
9,3zze_ligand_5,10.116121135235637,4.302362989440853
10,3bu1_ligand_2,4.281755245687727,4.140666346721478
11,3x00_ligand_4,5.602352731902291,4.192471512646657
12,5ufr_ligand_3,5.8820986109353814,4.361297846777888
13,2ogy_ligand_2,11.657951585832143,4.188279353396205
14,3c39_ligand_7,10.951187518909084,4.021497034053917
15,2vfk_ligand_5,11.457425886902657,4.131215336604331
16,3n7a_ligand_8,6.923943481443549,4.167912070097469
17,4buq_ligand_1,4.325812846355024,4.127869218947272
18,4agm_ligand_2,4.405326145909614,4.340001393586213
19,5orj_ligand_5,9.949420535890527,4.318382759431813
20,5dlx_ligand_6,10.890917577116921,4.370575679952649
21,5ot8_ligand_3,11.169670452401638,4.134722134619022
22,3f5l_ligand_4,6.331972559680885,4.09632852293564
23,3hkq_ligand_5,6.971104883716869,4.154099552478697
24,5mmg_ligand_7,7.108408545918309,4.2968964645867604
25,3pcf_ligand_3,6.984861251700108,4.125846710786302
26,4ad3_ligand_6,9.204170450264096,4.194290829288175
27,3l0v_ligand_3,5.7582517752249025,4.231850173105693
28,3f18_ligand_6,8.029399530732722,4.1872470323126905
29,1u1w_ligand_3,5.732832920810399,4.130237044847683
30,2wzm_ligand_4,11.0753086884907,4.195833824830569
31,2qg0_ligand_1,4.186495493840045,4.200238675045789
32,1oe8_ligand_3,5.087910018616865,4.145324632762427
33,1w13_ligand_5,8.049204912056059,4.227518937206414
34,4rux_ligand_1,7.952048417125109,4.29698948438681
35,2ha2_ligand_7,9.921227027651897,4.3000144259243935
36,4ipj_ligand_3,5.511759522469807,4.084908223212997
37,3usx_ligand_8,9.400176409396675,4.256585549670848
38,1fo0_ligand_1,20.326205189589924,4.152479716884086
39,2ylc_ligand_7,11.918893665400615,4.242466068309472
40,1p1o_ligand_3,4.697117380690472,4.162357479227812
41,3cct_ligand_3,6.909969256731559,4.201259514998745
42,3ni5_ligand_3,10.724178289639765,4.17356148755288
43,4wkb_ligand_2,14.56051747377085,4.215878991263563
44,4zb6_ligand_4,9.14958430964703,4.135529695113558
45,3h5b_ligand_7,10.66497893007188,4.281476322797289
46,1njc_ligand_3,5.757322680505031,4.174104344403252
47,3nw3_ligand_3,17.76811392773046,4.177605529144994
48,1lag_ligand_7,13.759055374861697,4.152965525419052
49,5e6o_ligand_7,11.676603433108307,4.241811410963286
50,2cbu_ligand_8,12.02095134135984,4.142857333418263
51,1q8w_ligand_9,9.073835961832279,4.327573811188701
52,4i8w_ligand_3,12.002278658592973,4.292640242926592
53,3qqs_ligand_5,5.770919020709765,4.260240785900036
54,3bfu_ligand_1,4.240818623430851,4.1289668450485175
55,3evd_ligand_2,5.078171840068151,4.1669059453800115
56,3zt3_ligand_8,7.465457981571401,4.276427681457215
57,3f16_ligand_1,4.5657239490659585,4.210182912527869
58,2qtg_ligand_4,6.750789555707393,4.229505109716536
59,3ryz_ligand_7,9.536444032931058,4.182375286110522
60,1nli_ligand_7,10.242237576247971,4.166651455272781
61,5zc5_ligand_3,10.214193640391015,4.264385584771014
62,2jxr_ligand_5,5.028983846061959,4.285003691681556
63,6eqp_ligand_7,6.491164778732107,4.290714512616399
64,5fot_ligand_5,5.354100779298253,4.205681093492127
65,3b27_ligand_2,6.030971613044216,4.1465951140451365
66,3b2q_ligand_3,4.963825114662385,4.272373427495674
67,1ajx_ligand_5,14.438682320254925,4.238052719676563
68,6b5q_ligand_6,10.738880473689694,4.291922132196709
69,4ddm_ligand_8,5.192125050839397,4.157151182565271
70,3s9e_ligand_6,5.33681147452224,4.096075817274183
71,5yh8_ligand_5,6.643297186264784,4.207946965097568
72,6dil_ligand_6,14.20421924610726,4.267188131802698
73,5sz7_ligand_6,5.442128364176057,4.176504929834
74,2exm_ligand_8,6.901145272004213,4.300971706059752
75,4yk0_ligand_9,5.705484921749219,4.263679144873282
76,2yk1_ligand_7,5.1446841674884265,4.285882389751104
77,4rd0_ligand_7,9.784627176112965,4.1247988371753985
78,4kn0_ligand_8,12.471263585018242,4.19550319341457
79,2jdu_ligand_9,6.895174099987306,4.129401544540008
80,5dqc_ligand_9,9.057469060146449,4.249271581434766
81,5ula_ligand_6,9.600138443372892,4.207732613185315
82,4nl1_ligand_7,6.53937997942752,4.405900219289049
83,5lom_ligand_2,5.314655920208414,4.167333231708143
84,5kcb_ligand_6,5.3245470095311696,4.25364510256046
85,3vvy_ligand_2,8.219176841735989,4.322997289208032
86,3iss_ligand_4,5.710752368206187,4.217048181085438
87,1q54_ligand_7,12.966414454411503,4.164403895107594
88,6ex1_ligand_1,4.802493081173713,4.232191672396959
89,1iiq_ligand_8,12.04069811480809,4.240579837956752
90,5ko1_ligand_1,4.291066141852423,4.274714337784328
91,5eei_ligand_7,9.676650961830369,4.192820330434905
92,1ppc_ligand_6,5.969121715052658,4.225290906297181
93,4rfr_ligand_3,7.448337260594393,4.145702932955793
94,1o2r_ligand_4,5.87055996618844,4.231818272360254
95,1d4p_ligand_5,10.65036447837633,4.280463608708689
96,3ozj_ligand_1,4.682053590939704,4.39458239556076
97,6hmg_ligand_2,5.004294607605355,4.10758418442237
98,3r88_ligand_2,4.413130979101989,4.2497748137686004
99,1yvm_ligand_6,5.4076892381890245,4.262727013924079
100,4n6g_ligand_2,4.732372240010077,4.228080137444022
101,1w3k_ligand_4,8.189192866835464,4.0846876105985945
102,1erb_ligand_3,4.788878669886471,4.447982950309178
103,1k1j_ligand_9,13.256390341113564,4.270804678822382
104,4bcp_ligand_8,10.414722074948513,4.248682123382856
105,1nhu_ligand_4,4.839858328167748,4.343229549352342
106,1k1i_ligand_7,10.805469722689242,4.249493538563619
107,4ge1_ligand_1,4.406512296774128,4.181436015536648
108,4j7d_ligand_8,8.897750187632553,4.315538386827512
109,6gg4_ligand_2,4.962306219356357,4.252476176703535
110,5ev8_ligand_8,6.706688419901722,4.233550061507206
111,4mrz_ligand_1,5.9890447156984115,4.1681004925073255
112,6hrq_ligand_9,9.671932994022454,4.20885941998593
113,6czc_ligand_1,8.76958299467715,4.1145808716486405
114,4ufh_ligand_8,5.989462724690606,4.1345917749582695
115,2qhz_ligand_4,6.388757145075799,4.269495660652166
116,6b1k_ligand_3,5.484685839040293,4.253961375285722
